"symbol","Margin Mode","Position Side","Entry Price","Avg. Close Pirce","Max Open Interest","Closed Vol.","Closing PNL","Opened","Closed","Status"
"ZROUSDT","Cross","Long","2.21550000","2.11660000","7.90000000","7.90000000","-0.78131000","2025-09-24 13:22:22.179","2025-09-25 02:21:36.539","Closed"
"ONDOUSDT","Cross","Short","0.93180000","0.88380000","25.80000000","25.80000000","1.23840000","2025-09-24 13:22:22.179","2025-09-25 18:54:20.322","Closed"
"INUSDT","Cross","Long","0.11344300","0.10228000","329728.00000000","329728.00000000","-3680.63071971","2025-09-24 12:33:40.549","2025-09-24 13:12:09.396","Closed"
"XPLUSDT","Cross","Short","0.68310200","0.72036100","137024.00000000","137024.00000000","-5105.44999982","2025-09-24 09:10:21.113","2025-09-24 11:07:53.150","Closed"
"STBLUSDT","Cross","Long","0.46097700","0.42799200","134033.00000000","134033.00000000","-4421.13494873","2025-09-24 08:03:18.466","2025-09-24 10:02:26.946","Closed"
"ASTERUSDT","Cross","Long","2.19470000","2.26848000","45564.00000000","45564.00000000","3361.70770000","2025-09-24 06:16:13.992","2025-09-24 13:13:13.707","Closed"
"HYPEUSDT","Cross","Short","44.52302400","44.89500000","2398.25000000","2398.25000000","-892.09081992","2025-09-24 03:48:13.816","2025-09-24 06:15:12.275","Closed"
"XPLUSDT","Cross","Long","0.68596000","0.70159700","149416.00000000","149416.00000000","2336.44369794","2025-09-24 02:12:23.144","2025-09-24 08:02:20.739","Closed"
"HYPEUSDT","Cross","Short","47.64111200","48.30700000","2062.69000000","2062.69000000","-1373.52144994","2025-09-23 13:00:47.972","2025-09-23 14:13:41.711","Closed"
"ASTERUSDT","Cross","Long","1.89817800","1.95249900","49388.00000000","49388.00000000","2682.81919883","2025-09-23 12:55:31.130","2025-09-23 15:31:15.533","Closed"
"BLESSUSDT","Cross","Short","0.05161100","0.05722900","595814.00000000","595814.00000000","-3346.79155237","2025-09-23 09:37:53.620","2025-09-23 09:44:44.268","Closed"
"AVNTUSDT","Cross","Short","2.03430000","1.94060800","30695.00000000","30695.00000000","2875.88720000","2025-09-23 08:49:18.599","2025-09-23 11:57:10.641","Closed"
"ALPHAUSDT","Cross","Short","0.02137400","0.01792000","1015966.00000000","1015966.00000000","3509.08406958","2025-09-23 07:18:45.464","2025-09-23 08:20:42.265","Closed"
"ALPHAUSDT","Cross","Long","0.02388600","0.02151600","1080219.00000000","1080219.00000000","-2560.70705873","2025-09-23 06:45:30.663","2025-09-23 07:11:28.428","Closed"
"XPLUSDT","Cross","Long","0.76650000","0.76681300","122309.00000000","122309.00000000","38.34070009","2025-09-23 06:28:03.493","2025-09-23 12:58:20.709","Closed"
"ALPHAUSDT","Cross","Short","0.02072100","0.02286400","1006565.00000000","1006565.00000000","-2157.19962939","2025-09-23 06:03:11.409","2025-09-23 06:44:41.952","Closed"
"ALPHAUSDT","Cross","Long","0.02221000","0.02212900","105590.00000000","105590.00000000","-8.56314989","2025-09-23 05:21:00.691","2025-09-23 05:47:53.706","Closed"
"UXLINKUSDT","Cross","Long","0.08432200","0.08594300","369385.00000000","369385.00000000","598.90689855","2025-09-23 03:18:03.730","2025-09-23 03:21:20.367","Closed"
"UXLINKUSDT","Cross","Long","0.08063000","0.09402300","387236.00000000","387236.00000000","5186.27549897","2025-09-23 03:07:57.695","2025-09-23 03:09:15.671","Closed"
"AVNTUSDT","Cross","Short","1.84320400","1.77248300","55809.00000000","55809.00000000","3946.86259879","2025-09-23 02:24:08.885","2025-09-23 03:08:47.733","Closed"
"TWTUSDT","Cross","Long","1.20954944","1.16419500","3283.00000000","3283.00000000","-148.89809985","2025-09-22 17:48:38.394","2025-09-23 02:20:44.955","Closed"
"AVNTUSDT","Cross","Short","2.03801400","2.02115700","44594.00000000","44594.00000000","751.74599822","2025-09-22 14:46:40.382","2025-09-22 17:25:05.010","Closed"
"AVNTUSDT","Cross","Short","2.06560000","2.16863700","50120.00000000","50120.00000000","-5164.20630000","2025-09-22 10:23:17.071","2025-09-22 13:23:07.249","Closed"
"HYPEUSDT","Cross","Short","51.76871075","49.68394800","1783.20000000","1783.20000000","3717.54835991","2025-09-21 16:27:34.594","2025-09-22 04:05:41.473","Closed"
"XPLUSDT","Cross","Long","0.74374348","0.78780800","134572.00000000","134572.00000000","5929.79199904","2025-09-21 12:08:02.419","2025-09-22 13:23:07.249","Closed"
"AVNTUSDT","Cross","Long","2.30488400","2.10240000","21999.00000000","21999.00000000","-4454.45559991","2025-09-21 06:59:31.466","2025-09-21 09:29:35.766","Closed"
"TWTUSDT","Cross","Long","1.39339900","1.38300000","22427.00000000","22427.00000000","-233.22399997","2025-09-21 04:44:46.959","2025-09-21 09:29:09.665","Closed"
"TRADOORUSDT","Cross","Long","3.82069800","3.83939000","4332.00000000","4332.00000000","80.97399991","2025-09-21 02:55:49.827","2025-09-21 05:22:45.065","Closed"
"HYPEUSDT","Cross","Short","54.54737143","54.17500000","1697.81000000","1697.81000000","632.21593998","2025-09-20 18:06:53.927","2025-09-21 02:56:28.009","Closed"
"TWTUSDT","Cross","Long","1.33824800","1.43440000","46831.00000000","46831.00000000","4502.87849994","2025-09-20 17:53:25.336","2025-09-20 23:06:52.528","Closed"
"XPLUSDT","Cross","Long","0.71178761","0.75037500","131708.00000000","131708.00000000","5082.32549857","2025-09-20 17:31:52.486","2025-09-21 09:29:55.082","Closed"
"AVNTUSDT","Cross","Short","1.34066700","1.45530000","82266.00000000","82266.00000000","-9430.37479996","2025-09-20 14:06:12.358","2025-09-20 17:26:32.906","Closed"
"AVNTUSDT","Cross","Short","1.34860300","1.48990000","37909.00000000","37909.00000000","-5356.44480001","2025-09-20 11:15:04.588","2025-09-20 12:46:17.738","Closed"
"ASTERUSDT","Cross","Short","1.18760300","1.18300000","34675.00000000","34675.00000000","159.61409998","2025-09-20 10:40:50.037","2025-09-20 12:07:39.098","Closed"
"ASTERUSDT","Cross","Long","1.02628500","1.05582300","60898.00000000","60898.00000000","1798.80399764","2025-09-20 08:02:16.671","2025-09-20 09:17:58.016","Closed"
"ASTERUSDT","Cross","Long","0.86500000","0.90025800","72254.00000000","72254.00000000","2547.54560000","2025-09-20 01:06:51.264","2025-09-20 06:32:32.490","Closed"
"ASTERUSDT","Cross","Short","0.82211349","0.91581700","113840.00000000","113840.00000000","-10667.16729755","2025-09-19 18:15:44.835","2025-09-20 00:03:58.069","Closed"
"ASTERUSDT","Cross","Short","0.62116600","0.84031400","88095.00000000","88095.00000000","-19305.80179767","2025-09-19 12:35:51.843","2025-09-19 17:33:39.468","Closed"
"0GUSDT","Cross","Long","2.79622200","2.84520000","11183.00000000","11183.00000000","547.72619987","2025-09-19 10:21:23.381","2025-09-19 14:26:35.105","Closed"
"0GUSDT","Cross","Long","2.81244610","2.65393400","14587.00000000","14587.00000000","-2312.20899875","2025-09-18 22:40:09.814","2025-09-19 02:16:03.666","Closed"
"USELESSUSDT","Cross","Long","0.25574142","0.24128900","303183.00000000","303183.00000000","-4381.72509901","2025-09-18 22:34:33.955","2025-09-19 02:15:46.950","Closed"
"USELESSUSDT","Cross","Long","0.24394000","0.24850000","163934.00000000","163934.00000000","747.45849995","2025-09-18 15:58:51.371","2025-09-18 17:01:19.045","Closed"
"MYXUSDT","Cross","Short","15.68655263","12.17441000","4144.00000000","4144.00000000","14554.31699967","2025-09-18 10:04:23.630","2025-09-19 17:33:43.990","Closed"
"MYXUSDT","Cross","Long","17.29325900","16.83200000","4335.00000000","4335.00000000","-1999.55599993","2025-09-18 07:53:42.863","2025-09-18 09:43:16.231","Closed"
"MYXUSDT","Cross","Short","16.10077500","17.24200000","3753.00000000","3753.00000000","-4283.01799967","2025-09-18 04:20:10.382","2025-09-18 07:31:11.690","Closed"
"HOLOUSDT","Cross","Long","0.39156648","0.38980000","144007.00000000","144007.00000000","-254.38599974","2025-09-17 23:26:33.386","2025-09-18 07:41:54.969","Closed"
"MYXUSDT","Cross","Short","16.76815655","16.34819500","4037.00000000","4037.00000000","1695.38379943","2025-09-17 18:10:27.760","2025-09-18 03:08:13.919","Closed"
"MYXUSDT","Cross","Short","17.14417300","17.27268300","1970.00000000","1970.00000000","-253.16399965","2025-09-17 16:31:39.293","2025-09-17 16:33:23.090","Closed"
"0GUSDT","Cross","Short","1.68731800","1.59867200","17379.00000000","17379.00000000","1540.56789942","2025-09-17 16:27:53.137","2025-09-17 16:30:58.628","Closed"
"0GUSDT","Cross","Short","1.46298900","1.84717900","20347.00000000","20347.00000000","-7817.12829951","2025-09-17 15:47:15.626","2025-09-17 16:03:24.905","Closed"
"MYXUSDT","Cross","Short","10.79266500","10.58400000","5844.00000000","5844.00000000","1219.43600043","2025-09-15 02:39:46.384","2025-09-15 11:23:45.349","Closed"
"MOODENGUSDT","Cross","Short","0.21502100","0.22003900","472627.00000000","472627.00000000","-2371.50729975","2025-09-14 15:09:48.281","2025-09-14 17:09:30.876","Closed"
"SKYUSDT","Cross","Long","0.08066000","0.07793000","460948.00000000","460948.00000000","-1258.38804000","2025-09-14 06:05:51.442","2025-09-14 11:54:01.373","Closed"
"PTBUSDT","Cross","Long","0.06550000","0.06580000","458015.00000000","458015.00000000","137.42477998","2025-09-14 05:34:28.135","2025-09-14 11:52:55.956","Closed"
"MYXUSDT","Cross","Short","10.86692700","11.42475800","5743.00000000","5743.00000000","-3203.62179901","2025-09-14 03:47:14.099","2025-09-14 05:41:10.958","Closed"
"SOMIUSDT","Cross","Short","1.28744300","1.23300000","25199.00000000","25199.00000000","1371.91319995","2025-09-14 02:08:34.212","2025-09-14 05:35:00.222","Closed"
"BSWUSDT","Cross","Long","0.02616020","0.02324000","1656422.00000000","1656422.00000000","-4837.08725016","2025-09-14 01:39:53.024","2025-09-15 02:24:14.151","Closed"
"MOODENGUSDT","Cross","Long","0.23421000","0.22253000","266854.00000000","266854.00000000","-3116.85472000","2025-09-13 09:30:39.102","2025-09-13 09:57:52.772","Closed"
"PTBUSDT","Cross","Long","0.06440500","0.06293200","127001.00000000","127001.00000000","-187.04592959","2025-09-13 02:13:23.382","2025-09-13 03:12:00.289","Closed"
"MYXUSDT","Cross","Short","13.82489785","11.04648500","4504.00000000","4504.00000000","12513.97299919","2025-09-13 02:11:46.960","2025-09-14 02:13:07.325","Closed"
"OGUSDT","Cross","Long","16.68392600","16.33200000","1947.90000000","1947.90000000","-685.51729987","2025-09-13 02:02:04.959","2025-09-13 04:53:12.061","Closed"
"PTBUSDT","Cross","Long","0.05558900","0.05971100","562151.00000000","562151.00000000","2317.22053741","2025-09-12 13:48:29.431","2025-09-12 15:54:27.610","Closed"
"OGUSDT","Cross","Long","17.71834400","17.74944800","1344.80000000","1344.80000000","41.82829901","2025-09-12 08:01:11.383","2025-09-12 10:29:32.320","Closed"
"MYXUSDT","Cross","Long","15.79618200","16.93919300","3930.00000000","3930.00000000","4492.03549910","2025-09-12 07:26:18.575","2025-09-12 12:45:13.672","Closed"
"SOMIUSDT","Cross","Short","0.92735794","1.00170000","37681.00000000","37681.00000000","-2801.28319998","2025-09-11 15:41:20.751","2025-09-12 01:46:05.274","Closed"
"LINEAUSDT","Cross","Short","0.02292589","0.02402700","1538241.00000000","1538241.00000000","-1693.21551957","2025-09-11 15:40:29.726","2025-09-12 01:45:10.557","Closed"
"HOLOUSDT","Cross","Short","0.49228600","0.50476800","76035.00000000","76035.00000000","-949.03749864","2025-09-11 14:17:12.558","2025-09-11 14:58:47.752","Closed"
"MYXUSDT","Cross","Short","15.77346900","13.47385100","6025.00000000","6025.00000000","13855.19649903","2025-09-11 12:30:55.611","2025-09-11 16:01:00.946","Closed"
"LINEAUSDT","Cross","Short","0.02364000","0.02333100","2272518.00000000","2272518.00000000","701.48867926","2025-09-11 11:36:54.135","2025-09-11 14:58:40.218","Closed"
"MYXUSDT","Cross","Short","16.95134400","17.56611100","3679.00000000","3679.00000000","-2261.73119990","2025-09-11 05:20:03.219","2025-09-11 06:40:09.468","Closed"
"MYXUSDT","Cross","Long","17.18714800","18.31761000","2962.00000000","2962.00000000","3348.42859955","2025-09-11 01:28:50.770","2025-09-11 03:47:30.611","Closed"
"OGUSDT","Cross","Long","24.41901900","24.05800000","1286.90000000","1286.90000000","-464.59489998","2025-09-11 01:24:04.389","2025-09-11 02:15:46.882","Closed"
"LINEAUSDT","Cross","Long","0.02838900","0.02558300","2140086.00000000","2140086.00000000","-6005.93836926","2025-09-10 16:40:09.827","2025-09-10 17:03:56.150","Closed"
"LINEAUSDT","Cross","Long","0.02873700","0.02837800","2168632.00000000","2168632.00000000","-777.82940844","2025-09-10 15:42:44.464","2025-09-10 16:38:09.619","Closed"
"BAKEUSDT","Cross","Short","0.15383100","0.12700900","242790.00000000","242790.00000000","6512.12279950","2025-09-10 12:51:42.402","2025-09-10 14:21:40.058","Closed"
"BAKEUSDT","Cross","Short","0.16752200","0.15011000","222858.00000000","222858.00000000","3880.36009929","2025-09-10 12:08:56.453","2025-09-10 12:41:01.956","Closed"
"SOMIUSDT","Cross","Short","1.10778415","0.95870000","35714.00000000","35714.00000000","5324.39120000","2025-09-10 11:22:29.379","2025-09-11 01:20:57.101","Closed"
"BSWUSDT","Cross","Long","0.03233800","0.02368200","1159554.00000000","1159554.00000000","-10037.51309951","2025-09-10 10:27:22.872","2025-09-10 11:10:13.954","Closed"
"LINEAUSDT","Cross","Long","0.02796500","0.02687000","2233738.00000000","2233738.00000000","-2445.22749979","2025-09-10 07:41:36.443","2025-09-10 09:47:49.277","Closed"
"MYXUSDT","Cross","Long","14.35293500","17.28498200","4261.00000000","4261.00000000","12493.45389865","2025-09-10 03:50:21.888","2025-09-10 06:10:23.924","Closed"
"BAKEUSDT","Cross","Long","0.04553900","0.04270000","656455.00000000","656455.00000000","-1863.65279990","2025-09-10 03:02:48.526","2025-09-10 03:42:08.693","Closed"
"MYXUSDT","Cross","Long","17.78351400","17.81350000","5870.00000000","5870.00000000","176.01899992","2025-09-09 16:25:29.943","2025-09-09 18:31:52.544","Closed"
"MYXUSDT","Cross","Short","17.04746100","17.36360000","6350.00000000","6350.00000000","-2007.48439959","2025-09-09 16:14:29.533","2025-09-09 16:21:42.894","Closed"
"MYXUSDT","Cross","Short","16.58458400","17.32075100","5666.00000000","5666.00000000","-4171.12019918","2025-09-09 15:44:54.907","2025-09-09 16:10:14.862","Closed"
"MYXUSDT","Cross","Long","17.39839100","16.80014600","5208.00000000","5208.00000000","-3115.65849818","2025-09-09 15:22:23.420","2025-09-09 15:43:47.650","Closed"
"MYXUSDT","Cross","Long","13.29997700","15.71966700","4688.00000000","4688.00000000","11343.50639951","2025-09-09 13:27:11.657","2025-09-09 14:23:13.252","Closed"
"SAPIENUSDT","Cross","Short","0.23088200","0.22194000","146008.00000000","146008.00000000","1305.65164993","2025-09-09 10:34:33.542","2025-09-09 14:06:51.752","Closed"
"OPENUSDT","Cross","Short","1.24034300","1.11720000","27321.00000000","27321.00000000","3364.40040000","2025-09-09 10:33:57.012","2025-09-09 14:02:03.637","Closed"
"SOMIUSDT","Cross","Short","1.25220600","1.12770000","27911.00000000","27911.00000000","3475.08429988","2025-09-09 10:30:04.951","2025-09-09 14:02:40.096","Closed"
"MYXUSDT","Cross","Long","15.89802500","15.95257000","7121.00000000","7121.00000000","388.41509920","2025-09-09 07:10:11.317","2025-09-09 07:39:37.515","Closed"
"OGUSDT","Cross","Long","22.95117100","23.09330800","1791.20000000","1791.20000000","254.59519894","2025-09-09 05:35:10.416","2025-09-09 08:05:02.061","Closed"
"LINEAUSDT","Cross","Long","0.02829400","0.02785900","1784470.00000000","1784470.00000000","-776.91422919","2025-09-09 02:36:26.380","2025-09-09 10:47:01.620","Closed"
"SOMIUSDT","Cross","Short","1.48320000","1.29200000","37081.00000000","37081.00000000","7089.88720000","2025-09-08 22:11:41.953","2025-09-09 04:26:48.747","Closed"
"MYXUSDT","Cross","Short","10.06378200","12.74232300","9060.00000000","9060.00000000","-24267.58179907","2025-09-08 21:03:35.076","2025-09-08 22:06:15.320","Closed"
"SAPIENUSDT","Cross","Short","0.25512400","0.23719600","122301.00000000","122301.00000000","2192.67477894","2025-09-08 17:25:39.018","2025-09-08 22:06:22.357","Closed"
"SOMIUSDT","Cross","Short","1.60304900","1.50907000","31191.00000000","31191.00000000","2931.31559917","2025-09-08 17:24:51.450","2025-09-08 22:06:26.602","Closed"
"LINEAUSDT","Cross","Long","0.03019000","0.03064500","1656177.00000000","1656177.00000000","753.95500000","2025-09-08 15:14:01.754","2025-09-08 17:01:02.664","Closed"
"TAUSDT","Cross","Long","0.20934900","0.28548000","284333.00000000","284333.00000000","21646.49027789","2025-09-08 12:02:33.889","2025-09-08 17:00:52.279","Closed"
"SOMIUSDT","Cross","Short","1.68635300","1.74291700","20376.00000000","20376.00000000","-1152.53399945","2025-09-08 10:53:00.245","2025-09-08 12:22:04.444","Closed"
"SAPIENUSDT","Cross","Short","0.27352800","0.28141100","116058.00000000","116058.00000000","-914.88869874","2025-09-08 10:52:33.379","2025-09-08 12:22:08.214","Closed"
"MYXUSDT","Cross","Short","5.46247400","5.53060100","11452.00000000","11452.00000000","-780.18689966","2025-09-08 10:40:12.375","2025-09-08 10:44:23.901","Closed"
"TAUSDT","Cross","Long","0.19803300","0.22700000","251433.00000000","251433.00000000","7283.26423810","2025-09-08 08:45:32.163","2025-09-08 10:36:50.168","Closed"
"SOMIUSDT","Cross","Short","1.58680000","1.62247800","23845.00000000","23845.00000000","-850.74900000","2025-09-08 08:20:54.126","2025-09-08 08:37:45.823","Closed"
"SOMIUSDT","Cross","Short","1.52136800","1.62490000","20343.00000000","20343.00000000","-2106.15399996","2025-09-08 03:24:00.378","2025-09-08 07:55:02.361","Closed"
"SAPIENUSDT","Cross","Short","0.28199100","0.29984500","107399.00000000","107399.00000000","-1917.44580917","2025-09-08 03:23:03.387","2025-09-08 08:37:45.823","Closed"
"PTBUSDT","Cross","Short","0.05165000","0.05145600","588350.00000000","588350.00000000","114.14973865","2025-09-08 03:22:44.376","2025-09-08 08:37:45.823","Closed"
"NMRUSDT","Cross","Short","19.23218200","18.82103000","1549.70000000","1549.70000000","637.16239965","2025-09-08 03:22:29.382","2025-09-08 08:37:45.823","Closed"
"PTBUSDT","Cross","Long","0.05371100","0.05264600","93103.00000000","93103.00000000","-99.21573963","2025-09-08 00:28:03.661","2025-09-08 02:37:45.644","Closed"
"CUDISUSDT","Cross","Long","0.11006700","0.09656600","298890.00000000","298890.00000000","-4035.22039926","2025-09-08 00:25:23.468","2025-09-08 00:33:37.071","Closed"
"EIGENUSDT","Cross","Short","1.42468087","1.42883400","21070.30000000","21070.30000000","-87.51669943","2025-09-07 15:16:01.885","2025-09-08 02:37:38.382","Closed"
"NMRUSDT","Cross","Short","19.68502874","19.84225500","1524.00000000","1524.00000000","-239.61269924","2025-09-07 15:14:24.705","2025-09-08 02:37:51.617","Closed"
"EIGENUSDT","Cross","Long","1.32500000","1.28700000","38382.10000000","38382.10000000","-1458.51980000","2025-09-06 08:45:40.315","2025-09-06 11:44:12.652","Closed"
"WLFIUSDT","Cross","Long","0.18284200","0.19650000","314259.00000000","314259.00000000","4292.03960001","2025-09-06 03:32:02.372","2025-09-06 10:51:07.561","Closed"
"PTBUSDT","Cross","Long","0.05303000","0.04872000","777861.00000000","777861.00000000","-3352.58091000","2025-09-06 01:02:45.498","2025-09-06 15:19:58.195","Closed"
"REDUSDT","Cross","Long","0.65700000","0.67378300","47564.00000000","47564.00000000","798.28980000","2025-09-05 08:44:13.189","2025-09-05 12:10:23.643","Closed"
"XPLUSDT","Cross","Long","0.63050000","0.68505300","79302.00000000","79302.00000000","4326.13560000","2025-09-05 08:17:36.798","2025-09-06 03:31:34.094","Closed"
"XPLUSDT","Cross","Long","0.63449700","0.66225200","83758.00000000","83758.00000000","2324.66619916","2025-09-05 03:42:10.382","2025-09-05 07:45:53.887","Closed"
"NEIROETHUSDT","Cross","Short","0.07472000","0.06639000","550772.00000000","550772.00000000","4588.14849999","2025-09-05 02:58:03.551","2025-09-05 12:55:51.456","Closed"
"BASUSDT","Cross","Long","0.02324500","0.02239300","1290600.00000000","1290600.00000000","-1099.43124803","2025-09-04 12:47:04.591","2025-09-04 14:09:00.062","Closed"
"QTUMUSDT","Cross","Long","2.86577100","2.74400000","17445.90000000","17445.90000000","-2124.40439994","2025-09-04 12:44:57.634","2025-09-04 14:08:47.875","Closed"
"WLFIUSDT","Cross","Short","0.20515100","0.18280000","243527.00000000","243527.00000000","5443.05839991","2025-09-04 04:08:19.980","2025-09-04 07:08:02.606","Closed"
"NEIROETHUSDT","Cross","Short","0.06913400","0.06796500","928650.00000000","928650.00000000","1084.98354829","2025-09-04 03:03:06.045","2025-09-04 12:18:24.666","Closed"
"QTUMUSDT","Cross","Long","2.73900300","2.67284600","19470.50000000","19470.50000000","-1288.11399911","2025-09-04 00:13:19.104","2025-09-04 03:50:29.413","Closed"
"TAUSDT","Cross","Long","0.16000000","0.14661300","210937.00000000","210937.00000000","-2823.76448965","2025-09-03 11:33:34.412","2025-09-03 11:38:33.048","Closed"
"BASUSDT","Cross","Long","0.02246200","0.02128100","1391238.00000000","1391238.00000000","-1642.99930200","2025-09-03 08:56:04.925","2025-09-03 15:38:35.050","Closed"
"LEVERUSDT","Cross","Short","0.00022300","0.00019400","155954660.00000000","155954660.00000000","4535.35840125","2025-09-03 08:22:46.055","2025-09-03 08:27:26.057","Closed"
"LEVERUSDT","Cross","Long","0.00017500","0.00023500","225710318.00000000","225710318.00000000","13446.30384186","2025-09-03 04:01:33.514","2025-09-03 08:18:26.784","Closed"
"LEVERUSDT","Cross","Short","0.00015900","0.00017400","82392278.00000000","82392278.00000000","-1285.98960409","2025-09-03 03:07:03.377","2025-09-03 04:00:48.618","Closed"
"LEVERUSDT","Cross","Long","0.00014954","0.00015000","241355127.00000000","241355127.00000000","52.11537883","2025-09-02 06:52:37.345","2025-09-03 03:01:44.193","Closed"
"XPLUSDT","Cross","Long","0.59989700","0.56511800","166694.00000000","166694.00000000","-5797.33839962","2025-09-02 00:50:04.936","2025-09-02 16:04:41.695","Closed"
"WLFIUSDT","Cross","Short","0.22920227","0.24686700","354764.00000000","354764.00000000","-6266.66390036","2025-09-01 21:40:00.416","2025-09-02 00:48:10.491","Closed"
"WLFIUSDT","Cross","Short","0.27800700","0.26680000","260437.00000000","260437.00000000","2918.71849991","2025-09-01 11:36:21.289","2025-09-01 15:25:55.149","Closed"
"LEVERUSDT","Cross","Long","0.00014590","0.00012800","260416666.00000000","260416666.00000000","-4712.96055613","2025-09-01 11:34:02.368","2025-09-02 06:45:48.409","Closed"
"DOLOUSDT","Cross","Short","0.32736100","0.27601400","77609.00000000","77609.00000000","3984.93825511","2025-09-01 04:27:12.373","2025-09-01 13:23:13.198","Closed"
"WLFIUSDT","Cross","Short","0.35112100","0.28939200","230672.00000000","230672.00000000","14239.09979993","2025-09-01 04:12:40.483","2025-09-01 11:08:45.851","Closed"
"MUSDT","Cross","Long","0.74990000","0.75192000","83344.00000000","83344.00000000","168.35539968","2025-08-30 10:09:24.056","2025-08-30 10:24:33.033","Closed"
"MUSDT","Cross","Short","0.77990800","0.82443200","79377.00000000","79377.00000000","-3534.19079895","2025-08-30 09:12:30.279","2025-08-30 09:41:26.062","Closed"
"XPLUSDT","Cross","Short","0.76380200","0.78500000","63544.00000000","63544.00000000","-1347.02799997","2025-08-29 10:10:41.579","2025-08-29 15:16:54.128","Closed"
"WLFIUSDT","Cross","Short","0.28811800","0.26300400","173671.00000000","173671.00000000","4361.54179926","2025-08-29 07:55:40.662","2025-08-29 20:18:38.598","Closed"
"XPLUSDT","Cross","Long","0.79908500","0.79442200","67874.00000000","67874.00000000","-316.49059991","2025-08-29 03:34:51.001","2025-08-29 05:31:25.497","Closed"
"USELESSUSDT","Cross","Long","0.21359800","0.22000000","244513.00000000","244513.00000000","1565.34709990","2025-08-28 11:51:12.383","2025-08-28 23:51:34.848","Closed"
"TREEUSDT","Cross","Long","0.56752600","0.44919200","70551.00000000","70551.00000000","-8348.58009967","2025-08-28 05:00:29.616","2025-08-28 09:30:04.760","Closed"
"XPLUSDT","Cross","Long","0.55290000","0.58200000","90432.00000000","90432.00000000","2631.57120000","2025-08-26 23:31:53.424","2025-08-27 01:00:39.154","Closed"
"XPLUSDT","Cross","Long","0.55890000","0.56220000","92158.00000000","92158.00000000","304.12140000","2025-08-26 08:23:30.044","2025-08-26 17:13:39.340","Closed"
"PROMPTUSDT","Cross","Short","0.35825600","0.34936300","96475.00000000","96475.00000000","857.99719951","2025-08-25 16:33:27.915","2025-08-25 18:35:53.356","Closed"
"AIOTUSDT","Cross","Long","1.75803488","1.77553200","19921.00000000","19921.00000000","348.56283898","2025-08-25 14:24:36.067","2025-08-27 01:42:06.170","Closed"
"PROMPTUSDT","Cross","Short","0.32068200","0.32419200","14110.00000000","14110.00000000","-49.52299989","2025-08-25 04:53:07.693","2025-08-25 05:25:20.593","Closed"
"AIOTUSDT","Cross","Long","1.68780500","1.64729300","21067.00000000","21067.00000000","-853.47051980","2025-08-25 04:51:26.751","2025-08-25 07:49:36.726","Closed"
"USELESSUSDT","Cross","Long","0.27419900","0.26280000","111673.00000000","111673.00000000","-1272.92319997","2025-08-25 03:01:03.015","2025-08-25 04:39:55.252","Closed"
"AIOTUSDT","Cross","Long","1.62978977","1.67644000","19020.00000000","19020.00000000","887.29024995","2025-08-24 15:09:46.876","2025-08-25 04:35:13.747","Closed"
"XPLUSDT","Cross","Long","0.57088895","0.52352800","186291.00000000","186291.00000000","-8822.85269768","2025-08-24 07:03:24.718","2025-08-25 04:52:16.049","Closed"
"XPLUSDT","Cross","Long","0.54070000","0.51740000","98934.00000000","98934.00000000","-2305.16220000","2025-08-23 22:53:37.817","2025-08-24 04:35:00.212","Closed"
"API3USDT","Cross","Short","1.46099000","1.47640000","20540.90000000","20540.90000000","-316.53495998","2025-08-23 16:38:13.865","2025-08-23 22:54:09.967","Closed"
"FHEUSDT","Cross","Long","0.12188800","0.12206900","257731.00000000","257731.00000000","46.64497945","2025-08-23 09:46:49.590","2025-08-23 15:45:08.067","Closed"
"FHEUSDT","Cross","Long","0.11076600","0.11000000","352595.00000000","352595.00000000","-269.94078987","2025-08-23 09:07:13.781","2025-08-23 09:41:34.959","Closed"
"XPLUSDT","Cross","Short","0.52909400","0.53460000","65112.00000000","65112.00000000","-358.48519917","2025-08-23 08:16:12.860","2025-08-23 22:38:33.062","Closed"
"USELESSUSDT","Cross","Long","0.28560000","0.27313100","105042.00000000","105042.00000000","-1309.73730000","2025-08-23 05:41:47.487","2025-08-23 08:30:27.667","Closed"
"FHEUSDT","Cross","Long","0.09534000","0.14624400","319907.00000000","319907.00000000","16284.61968000","2025-08-23 03:52:32.427","2025-08-23 05:43:54.463","Closed"
"AIOTUSDT","Cross","Long","1.48362000","1.72297200","21231.00000000","21231.00000000","5081.67329000","2025-08-22 14:01:20.618","2025-08-23 05:46:41.894","Closed"
"CUDISUSDT","Cross","Long","0.11060335","0.11136500","277619.00000000","277619.00000000","211.57168769","2025-08-22 14:00:56.717","2025-08-23 04:09:27.063","Closed"
"XPLUSDT","Cross","Long","0.48840000","0.44890000","61425.00000000","61425.00000000","-2426.27829987","2025-08-22 09:59:10.916","2025-08-22 11:44:36.730","Closed"
"AIOTUSDT","Cross","Short","1.44144900","1.34043000","34534.00000000","34534.00000000","3488.59208897","2025-08-22 05:37:03.697","2025-08-22 11:19:52.862","Closed"
"MYXUSDT","Cross","Long","1.22333500","1.16335900","33668.00000000","33668.00000000","-2019.27109951","2025-08-22 01:53:56.699","2025-08-22 05:33:24.684","Closed"
"CUDISUSDT","Cross","Long","0.10098908","0.09330600","320561.00000000","320561.00000000","-2462.92172993","2025-08-21 23:09:02.703","2025-08-22 04:44:38.603","Closed"
