"symbol","Margin Mode","Position Side","Entry Price","Avg. Close Pirce","Max Open Interest","Closed Vol.","Closing PNL","Opened","Closed","Status"
"ASTERUSDT","Cross","Short","1.84340000","1.83060000","40.00000000","40.00000000","0.51200000","2025-10-09 02:12:06.905","2025-10-09 12:33:50.316","Closed"
"ETHUSDT","Cross","Long","4450.00000000","4543.19000000","0.16500000","0.12200000","11.36918000","2025-10-08 15:01:20.314",,"Partially Closed"
"ETHUSDT","Cross","Long","4450.00000000","4532.70842400","0.16500000","0.16500000","13.64689000","2025-10-08 15:01:20.314","2025-10-09 01:11:33.921","Closed"
"THEUSDT","Cross","Long","0.49496300","0.50693100","50484.60000000","50484.60000000","604.16174960","2025-10-08 14:35:25.151","2025-10-08 14:35:57.518","Closed"
"4USDT","Cross","Long","0.26103000","0.24175000","33.00000000","33.00000000","-0.63624000","2025-10-08 14:07:15.521","2025-10-08 16:23:40.538","Closed"
"4USDT","Cross","Long","0.29355400","0.27629000","174569.00000000","174569.00000000","-3013.83916927","2025-10-08 13:13:46.179","2025-10-08 13:21:39.696","Closed"
"4USDT","Cross","Long","0.28028000","0.28058000","130.00000000","130.00000000","0.03900000","2025-10-08 12:05:31.780","2025-10-08 13:30:07.007","Closed"
"1000PEPEUSDT","Cross","Short","0.00936800","0.00932900","4025.00000000","4025.00000000","0.15939000","2025-10-08 03:50:46.652","2025-10-08 12:33:15.503","Closed"
"FARTCOINUSDT","Cross","Short","0.63080000","0.63450000","59.70000000","59.70000000","-0.22089000","2025-10-08 03:50:40.171","2025-10-08 12:33:19.291","Closed"
"FORMUSDT","Cross","Long","1.58517400","1.57450000","63659.60000000","63659.60000000","-679.47549007","2025-10-08 01:58:40.503","2025-10-08 07:08:50.203","Closed"
"FORMUSDT","Cross","Long","1.28677300","1.29280000","34.10000000","25.50000000","0.15369545","2025-10-07 21:33:21.767",,"Partially Closed"
"FORMUSDT","Cross","Long","1.28677273","1.28452800","34.10000000","34.10000000","-0.07655000","2025-10-07 21:33:21.767","2025-10-08 01:06:27.364","Closed"
"AIXBTUSDT","Cross","Short","0.09338000","0.08479200","1209.00000000","1209.00000000","10.38319000","2025-10-07 16:18:42.462","2025-10-10 15:35:39.664","Closed"
"VIRTUALUSDT","Cross","Long","1.09090000","0.99940000","100.70000000","100.70000000","-9.21405000","2025-10-07 16:18:36.240","2025-10-10 15:35:42.306","Closed"
"2ZUSDT","Cross","Short","0.44272300","0.45120000","117034.00000000","117034.00000000","-992.11466986","2025-10-07 15:51:16.131","2025-10-07 17:25:12.613","Closed"
"XPLUSDT","Cross","Long","0.92299200","0.92280000","54.00000000","26.00000000","-0.25740000","2025-10-07 15:38:33.542",,"Partially Closed"
"XPLUSDT","Cross","Long","0.92299178","0.90361400","54.00000000","73.00000000","-1.41459999","2025-10-07 15:38:33.542","2025-10-08 03:13:59.764","Closed"
"DOGEUSDT","Cross","Long","0.25815000","0.24490000","448.00000000","448.00000000","-5.93600000","2025-10-07 08:08:38.540","2025-10-09 15:04:08.175","Closed"
"SPXUSDT","Cross","Long","1.49990000","1.45550000","43.00000000","43.00000000","-1.90920000","2025-10-07 07:57:36.349","2025-10-07 14:09:44.827","Closed"
"XRPUSDT","Cross","Short","2.98202200","2.81180000","40.00000000","40.00000000","6.80888000","2025-10-07 05:09:46.407","2025-10-09 15:04:08.175","Closed"
"ASTERUSDT","Cross","Short","2.04900000","2.09810000","18.00000000","18.00000000","-0.88380000","2025-10-06 23:12:08.080","2025-10-07 14:10:50.019","Closed"
"XPLUSDT","Cross","Long","1.05900000","0.95940000","34.00000000","34.00000000","-3.38640000","2025-10-06 23:12:01.728","2025-10-07 14:10:48.485","Closed"
"CELOUSDT","Cross","Long","0.43500000","0.42000000","73.40000000","73.40000000","-1.10100000","2025-10-06 13:32:15.570","2025-10-06 23:25:00.836","Closed"
"COAIUSDT","Cross","Long","2.13881661","6.85536000","34916.00000000","34916.00000000","164682.82417110","2025-10-06 08:55:03.625","2025-10-11 02:22:28.566","Closed"
"COAIUSDT","Cross","Long","2.13881661","6.88386200","34916.00000000","33587.00000000","159371.82444677","2025-10-06 08:55:03.625",,"Partially Closed"
"COAIUSDT","Cross","Short","1.29202300","1.76945400","48345.00000000","48345.00000000","-23081.38731934","2025-10-06 08:38:34.187","2025-10-06 08:54:11.085","Closed"
"COAIUSDT","Cross","Short","1.29898000","1.62448300","47028.00000000","47028.00000000","-15307.75017000","2025-10-06 08:25:15.364","2025-10-06 08:30:45.776","Closed"
"CAKEUSDT","Cross","Short","3.43077900","3.61170000","66.00000000","66.00000000","-11.94079999","2025-10-06 06:00:49.525","2025-10-06 06:58:37.510","Closed"
"BNBUSDT","Cross","Long","1190.98000000","1209.61000000","0.18000000","0.18000000","3.35340000","2025-10-06 06:00:41.334","2025-10-06 06:59:31.044","Closed"
"CELOUSDT","Cross","Long","0.46700000","0.46200000","72.20000000","72.20000000","-0.36100000","2025-10-06 01:45:46.181","2025-10-06 03:04:08.264","Closed"
"1000000MOGUSDT","Cross","Long","0.82770000","0.81000000","31.10000000","31.10000000","-0.55047000","2025-10-05 19:07:28.467","2025-10-05 21:00:52.715","Closed"
"XPLUSDT","Cross","Long","0.98109091","0.48670000","11.00000000","11.00000000","-5.43830000","2025-10-05 17:00:37.751","2025-10-10 21:50:26.363","Closed"
"ETHUSDT","Cross","Long","4535.61000000","3840.91000000","0.00500000","0.00500000","-3.47350000","2025-10-05 16:16:07.914","2025-10-10 21:50:27.983","Closed"
"ASTERUSDT","Cross","Short","1.83512481","1.99799800","59532.00000000","59532.00000000","-9696.15839914","2025-10-05 15:48:23.445","2025-10-06 07:49:29.901","Closed"
"ETHUSDT","Cross","Long","4532.13000000","4535.12000000","0.00500000","0.00500000","0.01495000","2025-10-05 15:00:15.591","2025-10-05 16:09:09.675","Closed"
"DOGEUSDT","Cross","Long","0.25497000","0.25531000","287.00000000","287.00000000","0.09757999","2025-10-05 14:43:10.806","2025-10-05 15:02:42.473","Closed"
"ASTERUSDT","Cross","Short","1.90600000","1.89640000","39.00000000","39.00000000","0.37440000","2025-10-05 13:29:48.693","2025-10-06 00:24:30.575","Closed"
"XPLUSDT","Cross","Long","0.93085385","0.92950000","78.00000000","78.00000000","-0.10559999","2025-10-05 13:29:35.852","2025-10-06 00:24:33.632","Closed"
"ASTERUSDT","Cross","Long","1.93472100","1.87758000","57379.00000000","57379.00000000","-3278.68779933","2025-10-05 13:17:11.562","2025-10-05 13:40:56.850","Closed"
"AVAXUSDT","Cross","Short","30.24000000","30.09600000","2.00000000","2.00000000","0.28800000","2025-10-05 12:02:10.557","2025-10-06 00:30:04.394","Closed"
"APTUSDT","Cross","Long","5.51520000","5.37680000","13.30000000","13.30000000","-1.84072000","2025-10-05 12:02:02.566","2025-10-06 00:30:01.740","Closed"
"2ZUSDT","Cross","Short","0.49435000","0.49615700","63178.00000000","63178.00000000","-114.17640000","2025-10-05 10:05:58.229","2025-10-05 13:17:17.082","Closed"
"BTCUSDT","Cross","Long","124095.75000000","112596.30000000","0.00200000","0.00200000","-22.99890000","2025-10-05 05:25:35.348","2025-10-10 21:50:30.700","Closed"
"BTCUSDT","Cross","Long","125098.90000000","125109.00000000","0.00100000","0.00100000","0.01010000","2025-10-05 05:24:23.697","2025-10-05 05:24:37.069","Closed"
"2ZUSDT","Cross","Long","0.50374700","0.49226000","140.00000000","140.00000000","-1.60818000","2025-10-05 03:13:33.555","2025-10-05 12:01:26.050","Closed"
"ASTERUSDT","Cross","Long","1.95500000","1.96410000","30.00000000","30.00000000","0.27300000","2025-10-05 00:42:04.421","2025-10-05 00:45:01.160","Closed"
"ASTERUSDT","Cross","Short","2.00850000","1.98150000","34.00000000","34.00000000","0.91800000","2025-10-05 00:35:58.498","2025-10-05 02:32:03.317","Closed"
"DASHUSDT","Cross","Long","34.38000000","33.78000000","0.39400000","0.39400000","-0.23640000","2025-10-04 23:33:58.830","2025-10-05 11:44:21.190","Closed"
"AIAUSDT","Cross","Long","2.45707000","2.45844000","5.00000000","5.00000000","0.00685000","2025-10-04 22:39:34.575","2025-10-05 09:27:27.279","Closed"
"ZECUSDT","Cross","Long","165.99000000","163.78000000","0.10100000","0.09600000","-0.21216000","2025-10-04 18:28:10.852",,"Partially Closed"
"ZECUSDT","Cross","Long","165.99000000","162.90475200","0.10100000","0.10100000","-0.31161000","2025-10-04 18:28:10.852","2025-10-05 11:44:23.865","Closed"
"SPXUSDT","Cross","Long","1.43617368","1.59540000","19.00000000","19.00000000","3.02529999","2025-10-04 17:14:46.671","2025-10-06 00:23:59.272","Closed"
"ASTERUSDT","Cross","Short","2.00060000","1.84891600","51221.00000000","51221.00000000","7769.39390000","2025-10-04 15:42:35.176","2025-10-05 11:38:13.678","Closed"
"BTCUSDT","Cross","Long","122216.87083333","125218.60000000","0.02400000","0.02400000","72.04150000","2025-10-04 14:25:54.181","2025-10-05 05:34:36.519","Closed"
"ZECUSDT","Cross","Long","140.15000000","140.39000000","0.49000000","0.49000000","0.11760000","2025-10-04 12:43:55.034","2025-10-04 15:34:14.082","Closed"
"XPLUSDT","Cross","Short","0.90000000","0.85680000","78.00000000","78.00000000","3.36960000","2025-10-04 05:16:22.136","2025-10-04 18:57:14.035","Closed"
"2ZUSDT","Cross","Short","0.51367226","0.51279900","121571.00000000","121571.00000000","106.21574878","2025-10-04 03:33:32.923","2025-10-05 04:07:34.050","Closed"
"DASHUSDT","Cross","Short","30.94000000","30.88000000","0.82100000","0.82100000","0.04926000","2025-10-04 02:07:21.326","2025-10-04 18:09:03.611","Closed"
"ZECUSDT","Cross","Short","127.29000000","130.24000000","1.22000000","1.22000000","-3.59900000","2025-10-03 23:53:28.478","2025-10-04 01:20:32.051","Closed"
"USELESSUSDT","Cross","Long","0.24180000","0.23430000","71.00000000","71.00000000","-0.53250000","2025-10-03 18:49:34.556","2025-10-04 01:38:37.221","Closed"
"SPXUSDT","Cross","Long","1.36460000","1.38640000","17.00000000","17.00000000","0.37060000","2025-10-03 18:45:47.976","2025-10-04 01:38:34.606","Closed"
"1000000MOGUSDT","Cross","Long","0.85107461","0.85450000","44.50000000","44.50000000","0.15242999","2025-10-03 18:45:34.618","2025-10-04 01:38:32.428","Closed"
"ASTERUSDT","Cross","Long","2.07106726","2.13850400","51159.00000000","51159.00000000","3449.97149982","2025-10-03 18:41:59.208","2025-10-04 01:31:01.790","Closed"
"2ZUSDT","Cross","Short","0.51951900","0.53356800","86623.00000000","86623.00000000","-1216.98424944","2025-10-03 17:56:03.476","2025-10-03 18:30:55.136","Closed"
"ASTERUSDT","Cross","Short","1.93016400","2.04564800","52606.00000000","52606.00000000","-6075.15949922","2025-10-03 17:19:54.233","2025-10-03 18:30:55.136","Closed"
"BTCUSDT","Cross","Long","122813.04666700","123075.73333300","0.01500000","0.01500000","3.94029999","2025-10-03 16:05:50.332","2025-10-03 16:54:39.152","Closed"
"2ZUSDT","Cross","Short","0.52642400","0.52218800","124187.00000000","124187.00000000","526.06540926","2025-10-03 07:40:34.250","2025-10-03 10:48:28.355","Closed"
"ZECUSDT","Cross","Long","135.45892900","141.69503600","772.56600000","772.56600000","4817.80361861","2025-10-03 06:16:49.542","2025-10-03 17:04:48.053","Closed"
"WLDUSDT","Cross","Short","1.32830000","1.39450000","53.00000000","53.00000000","-3.50860000","2025-10-03 01:54:59.477","2025-10-03 16:44:13.078","Closed"
"ASTERUSDT","Cross","Long","1.75600000","2.08992700","98.00000000","98.00000000","32.72480000","2025-10-02 21:43:53.867","2025-10-04 00:47:46.950","Closed"
"ASTERUSDT","Cross","Long","1.75600000","1.96360000","98.00000000","24.00000000","4.98240000","2025-10-02 21:43:53.867",,"Partially Closed"
"LINKUSDT","Cross","Long","22.60000000","22.77388000","15.27000000","15.27000000","2.65515000","2025-10-02 17:28:07.605","2025-10-03 00:12:23.401","Closed"
"LINKUSDT","Cross","Long","22.60000000","22.95700000","15.27000000","7.63000000","2.72391000","2025-10-02 17:28:07.605",,"Partially Closed"
"2ZUSDT","Cross","Short","0.56290800","0.55738800","75878.00000000","75878.00000000","418.81330915","2025-10-02 15:50:02.962","2025-10-02 16:17:25.088","Closed"
"ZECUSDT","Cross","Long","129.21743902","129.00235000","793.21600000","793.21600000","-170.61174972","2025-10-02 15:09:41.778","2025-10-03 02:10:59.012","Closed"
"2ZUSDT","Cross","Long","0.54833000","0.54398800","77508.00000000","77508.00000000","-336.57662000","2025-10-02 14:18:43.097","2025-10-02 14:18:51.015","Closed"
"2ZUSDT","Cross","Short","0.68460000","0.49255800","86983.00000000","86983.00000000","16704.37603922","2025-10-02 13:11:42.888","2025-10-02 14:02:59.251","Closed"
"2ZUSDT","Cross","Long","0.79212700","0.69905500","54210.00000000","54210.00000000","-5045.41211929","2025-10-02 12:53:09.244","2025-10-02 13:11:18.348","Closed"
"MYXUSDT","Cross","Short","11.88138100","10.56019000","4688.00000000","1967.00000000","4791.17850204","2025-10-02 11:38:00.817",,"Partially Closed"
"MYXUSDT","Cross","Short","11.88138131","10.86678900","4688.00000000","6655.00000000","6752.11359843","2025-10-02 11:38:00.817","2025-10-03 02:10:35.721","Closed"
"ZECUSDT","Cross","Long","139.24351600","133.41954600","557.95700000","557.95700000","-3249.52430927","2025-10-02 04:59:28.546","2025-10-02 15:06:35.449","Closed"
"1000LUNCUSDT","Cross","Long","0.05636000","0.05663000","306.00000000","306.00000000","0.08262000","2025-10-02 01:47:30.496","2025-10-04 01:38:30.034","Closed"
"DASHUSDT","Cross","Long","30.74000000","36.02832000","1.23800000","1.23800000","6.54694000","2025-10-02 01:45:37.424","2025-10-02 15:02:36.212","Closed"
"ASTERUSDT","Cross","Short","1.63703295","1.71280000","36808.00000000","36808.00000000","-2788.83339997","2025-10-01 15:57:23.739","2025-10-02 04:12:34.530","Closed"
"XPLUSDT","Cross","Short","1.07688100","1.04450000","74255.00000000","74255.00000000","2404.42069996","2025-10-01 09:26:14.875","2025-10-01 10:10:42.112","Closed"
"ASTERUSDT","Cross","Short","1.54390100","1.68499500","118722.00000000","118722.00000000","-16750.97429971","2025-10-01 04:15:13.187","2025-10-01 09:03:12.620","Closed"
"XPLUSDT","Cross","Long","1.01880000","0.92080500","198305.00000000","198305.00000000","-19432.86350000","2025-09-30 16:54:09.589","2025-10-01 04:14:40.887","Closed"
"ASTERUSDT","Cross","Short","1.53250700","1.56228000","117429.00000000","117429.00000000","-3496.22599948","2025-09-30 16:42:52.482","2025-09-30 16:50:50.421","Closed"
"AAVEUSDT","Cross","Short","266.94000000","267.95000000","0.10000000","0.10000000","-0.10100000","2025-09-30 16:39:47.826","2025-09-30 17:13:10.757","Closed"
"BTCUSDT","Cross","Long","113077.61578947","118338.25789500","0.01900000","0.01900000","99.95219999","2025-09-30 15:57:38.117","2025-10-02 00:08:35.372","Closed"
"BTCUSDT","Cross","Long","113077.61578947","117203.10000000","0.01900000","0.00900000","37.12935789","2025-09-30 15:57:38.117",,"Partially Closed"
"ZROUSDT","Cross","Short","2.00470000","2.17240000","15.40000000","15.40000000","-2.58258000","2025-09-30 15:56:43.348","2025-10-01 20:41:56.326","Closed"
"PENGUUSDT","Cross","Short","0.02672400","0.02809500","1151.00000000","1151.00000000","-1.57802100","2025-09-30 15:55:23.180","2025-09-30 21:06:44.855","Closed"
"PUMPUSDT","Cross","Short","0.00536600","0.00549500","5742.00000000","5742.00000000","-0.74071800","2025-09-30 15:55:08.347","2025-09-30 17:13:25.521","Closed"
"WIFUSDT","Cross","Short","0.69640000","0.74250000","44.30000000","44.30000000","-2.04223000","2025-09-30 15:54:20.731","2025-10-01 11:34:06.688","Closed"
"AVAXUSDT","Cross","Short","29.03100000","30.21700000","2.00000000","2.00000000","-2.37200000","2025-09-30 15:53:59.506","2025-09-30 20:58:11.826","Closed"
"SOLUSDT","Cross","Short","205.77000000","217.58000000","0.29000000","0.29000000","-3.42490000","2025-09-30 15:53:44.662","2025-10-01 11:34:00.525","Closed"
"ASTERUSDT","Cross","Short","1.54000000","1.57180000","70352.00000000","70352.00000000","-2237.19360000","2025-09-30 15:22:02.481","2025-09-30 16:22:19.491","Closed"
"FFUSDT","Cross","Short","0.25884622","0.17686800","237989.00000000","237989.00000000","19509.80759984","2025-09-29 17:28:20.358","2025-09-30 13:13:46.067","Closed"
"SUIUSDT","Cross","Short","3.25110000","3.41380000","19.00000000","19.00000000","-3.09130000","2025-09-29 17:03:04.263","2025-10-01 11:34:02.750","Closed"
"ADAUSDT","Cross","Short","0.79550000","0.83530000","77.00000000","77.00000000","-3.06460000","2025-09-29 17:02:57.565","2025-10-01 11:33:58.302","Closed"
"STBLUSDT","Cross","Long","0.42954000","0.42974500","69.00000000","69.00000000","0.01414000","2025-09-29 16:28:23.080","2025-09-29 23:31:02.318","Closed"
"FFUSDT","Cross","Short","0.37260000","0.33247300","167112.00000000","167112.00000000","6705.75469000","2025-09-29 14:28:38.547","2025-09-29 14:33:11.837","Closed"
"XANUSDT","Cross","Long","0.24020700","0.20462100","98859.00000000","98859.00000000","-3518.04111941","2025-09-29 14:17:00.131","2025-09-29 14:44:30.760","Closed"
"XANUSDT","Cross","Long","0.19361900","0.20029100","109751.00000000","109751.00000000","732.31240961","2025-09-29 13:39:50.517","2025-09-29 13:50:39.346","Closed"
"ASTERUSDT","Cross","Short","1.90431100","1.87940000","54912.00000000","54912.00000000","1367.93959997","2025-09-29 11:00:47.846","2025-09-29 13:47:24.556","Closed"
"XPLUSDT","Cross","Long","1.18820149","1.01493500","189738.00000000","189738.00000000","-32875.14459909","2025-09-29 09:59:34.930","2025-09-30 16:41:38.460","Closed"
"XPLUSDT","Cross","Long","1.33539200","1.28460000","76046.00000000","76046.00000000","-3862.54339981","2025-09-29 06:38:13.926","2025-09-29 09:35:26.438","Closed"
"ASTERUSDT","Cross","Short","1.91970000","1.95293100","52390.00000000","52390.00000000","-1740.98890000","2025-09-29 05:26:26.492","2025-09-29 06:34:39.268","Closed"
"XPLUSDT","Cross","Long","1.24865000","1.00587700","44.00000000","44.00000000","-10.68200000","2025-09-29 05:03:02.477","2025-09-30 14:47:18.854","Closed"
"HYPEUSDT","Cross","Long","47.24900000","46.61605500","2.53000000","2.53000000","-1.60135000","2025-09-28 23:01:28.574","2025-09-29 16:59:54.215","Closed"
"PUMPUSDT","Cross","Long","0.00557400","0.00567600","5379.00000000","5379.00000000","0.54865800","2025-09-28 16:59:09.022","2025-09-28 19:27:53.653","Closed"
"ASTERUSDT","Cross","Short","1.90667000","1.83690000","52547.00000000","52547.00000000","3666.22730003","2025-09-28 04:18:22.517","2025-09-28 18:08:21.210","Closed"
"ETHUSDT","Cross","Short","4004.44000000","4126.46390300","77.13300000","77.13300000","-9412.06972000","2025-09-27 15:19:22.908","2025-09-29 09:27:24.308","Closed"
"MIRAUSDT","Cross","Short","1.35180429","1.09700000","51734.00000000","51734.00000000","13182.04529979","2025-09-27 15:14:30.531","2025-09-28 18:10:14.688","Closed"
"FARTCOINUSDT","Cross","Short","0.59030000","0.59850000","20.90000000","20.90000000","-0.17138000","2025-09-27 15:02:14.850","2025-09-28 17:46:24.796","Closed"
"VIRTUALUSDT","Cross","Short","1.03240000","1.03150000","14.90000000","14.90000000","0.01341000","2025-09-27 15:01:33.471","2025-09-28 17:46:21.277","Closed"
"ZORAUSDT","Cross","Short","0.05721000","0.06002000","270.00000000","270.00000000","-0.75870000","2025-09-27 15:01:20.635","2025-09-28 19:12:48.017","Closed"
"AVNTUSDT","Cross","Short","1.52242632","1.39940000","19.00000000","19.00000000","2.33749999","2025-09-27 15:01:10.975","2025-09-28 17:45:50.504","Closed"
"WLDUSDT","Cross","Short","1.27720000","1.34450000","12.00000000","12.00000000","-0.80760000","2025-09-27 15:00:48.184","2025-09-28 23:04:21.943","Closed"
"MYXUSDT","Cross","Long","14.27668700","14.16830900","3073.00000000","3073.00000000","-333.04699911","2025-09-27 14:00:17.903","2025-09-27 15:13:20.196","Closed"
"MYXUSDT","Cross","Long","11.81097400","13.09373900","2845.00000000","2845.00000000","3649.46599924","2025-09-27 11:20:59.714","2025-09-27 13:42:43.100","Closed"
"XPLUSDT","Cross","Short","1.52851600","1.44050000","127867.00000000","127867.00000000","11254.35759972","2025-09-27 07:48:51.939","2025-09-27 12:28:21.923","Closed"
"ALPINEUSDT","Cross","Long","5.77878900","5.00342100","8650.50000000","8650.50000000","-6707.31458945","2025-09-27 05:08:12.678","2025-09-27 09:08:19.630","Closed"
"XPLUSDT","Cross","Long","1.22650000","1.52790000","12.00000000","12.00000000","3.61680000","2025-09-26 20:02:01.831","2025-09-28 05:12:20.008","Closed"
"STBLUSDT","Cross","Long","0.45054968","0.39211100","138719.00000000","138719.00000000","-8106.50028942","2025-09-26 17:38:32.372","2025-09-27 05:07:40.500","Closed"
"ASTERUSDT","Cross","Long","1.92440000","1.89630000","15.00000000","15.00000000","-0.42150000","2025-09-26 13:47:10.775","2025-09-26 14:32:23.624","Closed"
"MIRAUSDT","Cross","Short","1.37953700","1.44145400","45303.00000000","45303.00000000","-2805.03139568","2025-09-26 12:33:39.372","2025-09-26 17:01:45.520","Closed"
"HUMAUSDT","Cross","Long","0.03431700","0.03166700","434.00000000","434.00000000","-1.15010000","2025-09-26 03:15:55.042","2025-09-28 01:31:53.397","Closed"
"ONDOUSDT","Cross","Short","0.88300000","0.88130000","69.70000000","69.70000000","0.11849000","2025-09-26 01:52:03.288","2025-09-26 13:46:48.645","Closed"
"LINKUSDT","Cross","Short","20.42100000","20.46500000","3.01000000","3.01000000","-0.13244000","2025-09-26 01:51:47.359","2025-09-26 13:46:41.087","Closed"
"AAVEUSDT","Cross","Long","264.58000000","256.66000000","0.20000000","0.20000000","-1.58400000","2025-09-26 01:51:35.249","2025-09-26 12:10:49.422","Closed"
"ENAUSDT","Cross","Long","0.57760000","0.57120500","103.00000000","103.00000000","-0.65870000","2025-09-26 01:50:27.002","2025-09-27 14:59:33.490","Closed"
"ENAUSDT","Cross","Long","0.57760000","0.56750000","103.00000000","50.00000000","-0.50500000","2025-09-26 01:50:27.002",,"Partially Closed"
"STBLUSDT","Cross","Long","0.44294000","0.43661000","33.00000000","33.00000000","-0.20889000","2025-09-26 00:30:40.907","2025-09-26 00:35:11.470","Closed"
"WLFIUSDT","Cross","Short","0.18550000","0.19300000","115.00000000","115.00000000","-0.86250000","2025-09-25 23:21:20.932","2025-09-26 01:46:24.848","Closed"
"ETHUSDT","Cross","Short","3887.08000000","3923.78000000","0.01500000","0.01500000","-0.55050000","2025-09-25 23:19:36.444","2025-09-26 00:56:44.450","Closed"
"BNBUSDT","Cross","Long","995.88672727","1008.75000000","0.35000000","0.55000000","7.07479999","2025-09-25 23:15:56.679","2025-09-30 15:11:32.521","Closed"
"BNBUSDT","Cross","Long","995.88672727","1015.29050000","0.35000000","0.20000000","7.48216249","2025-09-25 23:15:56.679",,"Partially Closed"
"1000PEPEUSDT","Cross","Short","0.00912010","0.00945300","2361.00000000","2361.00000000","-0.78644910","2025-09-25 22:11:28.578","2025-09-28 23:04:19.634","Closed"
"BROCCOLIF3BUSDT","Cross","Long","0.01048523","0.01259500","2201.00000000","2515.00000000","5.30633699","2025-09-25 18:13:42.788","2025-10-09 15:03:42.629","Closed"
"BROCCOLIF3BUSDT","Cross","Long","0.00973400","0.01247400","2201.00000000","550.00000000","1.50700000","2025-09-25 18:13:42.788",,"Partially Closed"
"WLFIUSDT","Cross","Short","0.19200000","0.20000300","612366.00000000","612366.00000000","-4900.82080000","2025-09-25 17:54:50.607","2025-09-26 12:30:02.118","Closed"
"STBLUSDT","Cross","Long","0.44047900","0.41706600","141890.00000000","141890.00000000","-3322.04980918","2025-09-25 15:18:15.941","2025-09-25 17:55:19.900","Closed"
"UXLINKUSDT","Cross","Long","0.07940000","0.07966800","314861.00000000","314861.00000000","84.27639999","2025-09-25 12:30:19.484","2025-09-25 15:39:53.400","Closed"
"STBLUSDT","Cross","Long","0.43513000","0.44176800","122.00000000","122.00000000","0.80987000","2025-09-25 12:27:29.381","2025-09-25 23:36:48.072","Closed"
"AVNTUSDT","Cross","Short","2.02047500","1.72741800","30892.00000000","30892.00000000","9053.12799911","2025-09-25 09:21:56.589","2025-09-25 15:01:12.087","Closed"
"MYXUSDT","Cross","Long","10.98957600","11.24451000","3774.00000000","3774.00000000","962.12099953","2025-09-25 08:51:30.179","2025-09-25 09:08:58.202","Closed"
"VELVETUSDT","Cross","Long","0.18691000","0.17158000","81.00000000","81.00000000","-1.24173000","2025-09-25 05:49:54.142","2025-09-27 18:09:12.323","Closed"
"STBLUSDT","Cross","Long","0.49426700","0.52279600","271957.00000000","271957.00000000","7758.51523525","2025-09-25 03:45:38.434","2025-09-25 09:20:38.284","Closed"
"STBLUSDT","Cross","Long","0.55892100","0.50233400","89456.00000000","89456.00000000","-5062.02315766","2025-09-25 00:54:38.506","2025-09-25 03:43:25.073","Closed"
"XPLUSDT","Cross","Long","0.74899131","1.54529300","136849.00000000","136849.00000000","108973.10879700","2025-09-24 17:51:03.536","2025-09-27 07:47:37.024","Closed"
"STBLUSDT","Cross","Long","0.53014800","0.53272700","147221.00000000","147221.00000000","379.66338863","2025-09-24 16:30:23.420","2025-09-24 18:11:57.247","Closed"
"STBLUSDT","Cross","Long","0.50020400","0.49633000","145809.00000000","145809.00000000","-564.75222687","2025-09-24 15:46:00.777","2025-09-24 15:51:58.168","Closed"
"PUMPUSDT","Cross","Long","0.00607300","0.00604200","9971.00000000","9971.00000000","-0.31303600","2025-09-24 14:45:42.032","2025-09-24 15:28:28.334","Closed"
"BTCUSDT","Cross","Long","113023.80000000","109595.40000000","0.00100000","0.00100000","-3.42840000","2025-09-24 13:22:22.199","2025-09-25 18:54:04.718","Closed"
"AAVEUSDT","Cross","Short","279.91000000","268.09000000","0.10000000","0.10000000","1.18200000","2025-09-24 13:22:22.199","2025-09-25 14:54:45.583","Closed"
"WLDUSDT","Cross","Short","1.34580000","1.35550000","34.00000000","16.00000000","-0.15520000","2025-09-24 13:22:22.199",,"Partially Closed"
"WIFUSDT","Cross","Short","0.80180000","0.74650000","30.00000000","30.00000000","1.65900000","2025-09-24 13:22:22.199","2025-09-25 18:54:23.358","Closed"
"STRKUSDT","Cross","Short","0.12380000","0.11620000","194.60000000","194.60000000","1.47896000","2025-09-24 13:22:22.199","2025-09-25 18:54:28.900","Closed"
"RENDERUSDT","Cross","Short","3.66700000","3.45100000","6.50000000","6.50000000","1.40400000","2025-09-24 13:22:22.199","2025-09-28 22:27:21.314","Closed"
"HYPEUSDT","Cross","Long","45.74700000","45.84500000","0.52000000","0.52000000","0.05096000","2025-09-24 13:22:22.199","2025-09-24 15:44:46.318","Closed"
"WLDUSDT","Cross","Short","1.34580000","1.33104100","34.00000000","34.00000000","0.50180000","2025-09-24 13:22:22.199","2025-09-25 18:54:15.660","Closed"
"ASTERUSDT","Cross","Short","2.27840000","2.31640000","10.00000000","10.00000000","-0.38000000","2025-09-24 13:22:22.199","2025-09-24 15:44:48.664","Closed"
"SOLUSDT","Cross","Short","211.96000000","199.28000000","0.21000000","0.21000000","2.66280000","2025-09-24 13:22:22.179","2025-09-25 18:54:07.501","Closed"
"XPLUSDT","Cross","Long","0.69660000","1.22350000","34.00000000","7.00000000","3.68830000","2025-09-24 13:22:22.179",,"Partially Closed"
"MINAUSDT","Cross","Short","0.16710000","0.15610000","144.00000000","144.00000000","1.58400000","2025-09-24 13:22:22.179","2025-09-25 18:54:10.920","Closed"
"VIRTUALUSDT","Cross","Short","1.10390000","1.01880000","21.80000000","21.80000000","1.85518000","2025-09-24 13:22:22.179","2025-09-26 14:13:19.788","Closed"
"XPLUSDT","Cross","Long","0.89285510","1.24064300","42.00000000","49.00000000","17.04160000","2025-09-24 13:22:22.179","2025-09-26 00:35:04.784","Closed"
